DB_ID,PLACE_ID,DIRECTION,EVENT_TIME,WIDTH,HEIGHT,PROJECTION_DISTANCE,SPEED,FILE_NAME
200180,1,0,"2015-09-24 00:09:02",36,15,92,0,"2316501"
200181,1,1,"2015-09-24 00:10:18",54,16,74,0,"2317053"
200182,1,1,"2015-09-24 00:10:18",49,18,75,0,"2317058"
200183,1,1,"2015-09-24 00:10:19",46,14,76,0,"2317066"
200184,1,1,"2015-09-24 00:10:21",47,21,83,0,"2317072"
200185,1,1,"2015-09-24 00:16:15",45,13,76,0,"2318988"
200186,1,0,"2015-09-24 00:21:01",53,24,79,0,"2320278"
200187,1,0,"2015-09-24 00:23:57",49,20,57,0,"2321365"
200188,1,0,"2015-09-24 00:25:52",46,27,57,0,"2321847"
200189,1,0,"2015-09-24 00:32:07",36,22,62,0,"2323786"
200190,1,1,"2015-09-24 00:35:34",49,24,78,0,"2324572"
200191,1,1,"2015-09-24 00:36:01",52,15,72,0,"2324665"
200192,1,0,"2015-09-24 00:39:38",47,21,54,0,"2325702"
200193,1,0,"2015-09-24 00:41:06",36,15,60,0,"2325958"
200194,1,0,"2015-09-24 00:46:36",51,22,77,0,"2327218"
200195,1,0,"2015-09-24 00:52:18",47,19,77,0,"2328643"
200196,1,0,"2015-09-24 00:54:32",51,19,54,0,"2329022"
200197,1,1,"2015-09-24 01:14:22",48,20,86,0,"2333130"
200198,1,0,"2015-09-24 01:14:43",44,21,86,0,"2333162"
200199,1,0,"2015-09-24 01:29:47",45,22,61,0,"2335535"
200200,1,0,"2015-09-24 01:35:01",47,22,57,0,"2336287"
200201,1,0,"2015-09-24 01:50:59",48,21,63,0,"2338565"
200202,1,1,"2015-09-24 02:09:47",54,16,86,0,"2340727"
200203,1,1,"2015-09-24 02:28:27",48,16,89,0,"2342001"
200204,1,0,"2015-09-24 02:28:50",49,21,63,0,"2342049"
200205,1,1,"2015-09-24 02:39:32",53,21,83,0,"2342771"
200206,1,1,"2015-09-24 02:52:27",50,21,78,0,"2343623"
200207,1,1,"2015-09-24 03:13:57",53,21,76,0,"2345044"
200208,1,1,"2015-09-24 03:24:24",54,20,82,0,"2346069"
200209,1,1,"2015-09-24 03:45:26",47,10,76,0,"2347434"
200210,1,1,"2015-09-24 03:45:26",55,15,76,0,"2347435"
200211,1,0,"2015-09-24 03:49:58",36,21,92,0,"2347634"
200212,1,1,"2015-09-24 04:28:17",46,19,82,0,"2349990"
200213,1,1,"2015-09-24 04:41:40",50,13,83,0,"2350717"
200214,1,0,"2015-09-24 04:43:47",51,22,59,0,"2350943"
200215,1,1,"2015-09-24 04:51:40",47,20,95,0,"2351450"
200216,1,0,"2015-09-24 05:08:58",35,9,90,0,"2353310"
200217,1,1,"2015-09-24 05:10:06",44,20,80,0,"2353394"
200218,1,1,"2015-09-24 05:16:51",50,11,90,0,"2354424"
200219,1,1,"2015-09-24 05:21:58",55,18,92,0,"2355057"
200220,1,0,"2015-09-24 05:37:28",36,11,69,0,"2358166"
200221,1,1,"2015-09-24 05:37:32",46,21,76,0,"2358187"
200222,1,0,"2015-09-24 05:44:53",42,15,56,0,"2359922"
200223,1,0,"2015-09-24 05:48:35",50,31,87,0,"2360640"
200224,1,0,"2015-09-24 05:48:36",51,28,82,0,"2360664"
200225,1,1,"2015-09-24 05:48:39",52,28,83,0,"2360704"
200226,1,0,"2015-09-24 05:50:05",41,27,95,0,"2361031"
200227,1,1,"2015-09-24 05:50:43",59,35,83,0,"2361105"
200228,1,1,"2015-09-24 05:52:40",49,28,84,0,"2361431"
200229,1,1,"2015-09-24 05:55:18",36,24,74,0,"2361933"
200230,1,0,"2015-09-24 05:55:54",49,30,92,0,"2361961"
200231,1,1,"2015-09-24 05:56:31",36,28,78,0,"2362062"
200232,1,0,"2015-09-24 06:01:36",51,35,82,0,"2362837"
200233,1,1,"2015-09-24 06:04:43",52,34,84,0,"2363302"
200234,1,1,"2015-09-24 06:05:10",47,31,92,0,"2363398"
200235,1,0,"2015-09-24 06:05:50",34,26,104,0,"2363573"
200236,1,0,"2015-09-24 06:06:10",47,29,89,0,"2363701"
200237,1,1,"2015-09-24 06:08:18",53,35,89,0,"2364060"
200238,1,1,"2015-09-24 06:12:28",42,30,75,0,"2365167"
200239,1,1,"2015-09-24 06:14:59",55,39,74,0,"2365453"
200240,1,0,"2015-09-24 06:17:00",48,35,86,0,"2365867"
200241,1,1,"2015-09-24 06:17:09",49,35,76,0,"2365919"
200242,1,1,"2015-09-24 06:20:24",56,36,96,0,"2366631"
200243,1,0,"2015-09-24 06:20:36",47,33,81,0,"2366674"
200244,1,1,"2015-09-24 06:21:56",51,35,77,0,"2366829"
200245,1,1,"2015-09-24 06:23:34",44,29,80,0,"2367093"
200246,1,0,"2015-09-24 06:24:46",45,27,79,0,"2367289"
200247,1,1,"2015-09-24 06:25:12",51,30,87,0,"2367354"
200248,1,1,"2015-09-24 06:25:18",58,38,81,0,"2367428"
200249,1,0,"2015-09-24 06:29:58",53,37,60,0,"2368361"
200250,1,0,"2015-09-24 06:31:54",47,34,93,0,"2369102"
200251,1,1,"2015-09-24 06:33:40",46,29,83,0,"2369480"
200252,1,1,"2015-09-24 06:34:01",50,37,73,0,"2369623"
200253,1,1,"2015-09-24 06:34:01",50,35,86,0,"2369628"
200254,1,1,"2015-09-24 06:35:13",53,37,88,0,"2369835"
200255,1,1,"2015-09-24 06:35:20",53,36,82,0,"2369939"
200256,1,0,"2015-09-24 06:36:09",49,37,90,0,"2370232"
200257,1,0,"2015-09-24 06:36:55",47,30,82,0,"2370465"
200258,1,1,"2015-09-24 06:37:22",47,35,76,0,"2370762"
200259,1,1,"2015-09-24 06:38:32",47,31,87,0,"2371009"
200260,1,0,"2015-09-24 06:40:09",49,37,83,0,"2371506"
200261,1,1,"2015-09-24 06:40:17",50,28,85,0,"2371646"
200262,1,1,"2015-09-24 06:41:48",50,35,97,0,"2372093"
200263,1,0,"2015-09-24 06:43:28",49,41,94,0,"2372521"
200264,1,1,"2015-09-24 06:44:07",48,38,78,0,"2372979"
200265,1,1,"2015-09-24 06:45:12",48,29,96,0,"2373197"
200266,1,0,"2015-09-24 06:46:39",49,42,82,0,"2373673"
200267,1,0,"2015-09-24 06:46:41",50,36,90,0,"2373684"
200268,1,1,"2015-09-24 06:47:00",57,34,74,0,"2373946"
200269,1,1,"2015-09-24 06:47:01",43,25,84,0,"2373956"
200270,1,1,"2015-09-24 06:47:07",34,24,112,0,"2373992"
200271,1,1,"2015-09-24 06:50:12",51,34,78,0,"2375423"
200272,1,1,"2015-09-24 06:50:39",33,35,90,0,"2376349"
200273,1,0,"2015-09-24 06:53:11",48,33,64,0,"2377917"
200274,1,1,"2015-09-24 06:55:17",48,38,81,0,"2378973"
200275,1,1,"2015-09-24 06:57:02",55,33,85,0,"2380422"
200276,1,0,"2015-09-24 06:57:28",39,33,89,0,"2380700"
200277,1,1,"2015-09-24 06:57:37",46,32,84,0,"2380751"
200278,1,1,"2015-09-24 06:57:38",40,33,76,0,"2380756"
200279,1,0,"2015-09-24 06:58:26",42,33,83,0,"2380923"
200280,1,1,"2015-09-24 06:58:41",45,36,61,0,"2381323"
200281,1,0,"2015-09-24 07:00:03",41,21,97,0,"2381813"
200282,1,1,"2015-09-24 07:00:45",48,33,82,0,"2382362"
200283,1,0,"2015-09-24 07:01:35",40,31,115,0,"2382869"
200284,1,1,"2015-09-24 07:01:44",46,31,75,0,"2382877"
200285,1,0,"2015-09-24 07:02:52",45,36,79,0,"2383663"
200286,1,0,"2015-09-24 07:03:30",44,31,89,0,"2383818"
200287,1,1,"2015-09-24 07:03:51",45,38,80,0,"2384221"
200288,1,1,"2015-09-24 07:04:03",47,38,92,0,"2384320"
200289,1,1,"2015-09-24 07:04:20",44,25,86,0,"2384713"
200290,1,0,"2015-09-24 07:05:34",48,32,82,0,"2385932"
200291,1,1,"2015-09-24 07:06:04",51,40,79,0,"2386650"
200292,1,1,"2015-09-24 07:07:27",40,27,88,0,"2387452"
200293,1,0,"2015-09-24 07:08:29",48,31,53,0,"2387652"
200294,1,0,"2015-09-24 07:10:23",54,31,65,0,"2389411"
200295,1,0,"2015-09-24 07:11:30",46,32,86,0,"2390009"
200296,1,0,"2015-09-24 07:12:01",42,25,67,0,"2390334"
200297,1,1,"2015-09-24 07:12:22",41,28,75,0,"2390450"
200298,1,1,"2015-09-24 07:13:41",43,29,81,0,"2392301"
200299,1,1,"2015-09-24 07:13:49",49,36,73,0,"2392411"
200300,1,1,"2015-09-24 07:15:31",41,34,86,0,"2393493"
200301,1,1,"2015-09-24 07:15:32",41,18,107,0,"2393512"
200302,1,1,"2015-09-24 07:15:39",39,32,84,0,"2393616"
200303,1,1,"2015-09-24 07:15:46",35,30,73,0,"2393666"
200304,1,1,"2015-09-24 07:17:14",46,29,77,0,"2395024"
200305,1,1,"2015-09-24 07:17:19",38,25,96,0,"2395103"
200306,1,1,"2015-09-24 07:19:12",32,32,72,0,"2396084"
200307,1,1,"2015-09-24 07:21:04",47,32,100,0,"2397478"
200308,1,0,"2015-09-24 07:22:45",45,20,74,0,"2398292"
200309,1,0,"2015-09-24 07:23:18",74,31,79,0,"2398344"
200310,1,1,"2015-09-24 07:23:43",47,31,74,0,"2398733"
200311,1,0,"2015-09-24 07:25:21",34,25,114,0,"2399948"
200312,1,0,"2015-09-24 07:27:47",45,28,94,0,"2401892"
200313,1,1,"2015-09-24 07:27:58",39,27,99,0,"2402059"
200314,1,1,"2015-09-24 07:30:12",50,39,86,0,"2403357"
200315,1,1,"2015-09-24 07:30:17",46,20,70,0,"2403611"
200316,1,0,"2015-09-24 07:30:25",72,37,77,0,"2403679"
200317,1,0,"2015-09-24 07:30:29",48,29,56,0,"2403866"
200318,1,1,"2015-09-24 07:30:55",51,32,89,0,"2404025"
200319,1,1,"2015-09-24 07:30:59",40,21,101,0,"2404068"
200320,1,1,"2015-09-24 07:31:22",50,30,81,0,"2404394"
200321,1,1,"2015-09-24 07:31:33",33,24,77,0,"2404526"
200322,1,1,"2015-09-24 07:31:51",45,29,108,0,"2404619"
200323,1,1,"2015-09-24 07:32:47",38,29,126,0,"2405037"
200324,1,1,"2015-09-24 07:32:59",39,30,88,0,"2405232"
200325,1,1,"2015-09-24 07:33:04",41,27,104,0,"2405517"
200326,1,1,"2015-09-24 07:33:05",40,32,74,0,"2405529"
200327,1,1,"2015-09-24 07:33:13",43,29,100,0,"2406034"
200328,1,1,"2015-09-24 07:34:20",41,24,111,0,"2406635"
200329,1,1,"2015-09-24 07:35:03",39,32,81,0,"2407478"
200330,1,0,"2015-09-24 07:35:37",46,29,64,0,"2407979"
200331,1,1,"2015-09-24 07:36:27",36,25,79,0,"2408175"
200332,1,1,"2015-09-24 07:37:10",48,29,94,0,"2408846"
200333,1,0,"2015-09-24 07:38:52",44,22,86,0,"2410076"
200334,1,0,"2015-09-24 07:40:37",33,27,80,0,"2411314"
200335,1,0,"2015-09-24 07:40:38",33,24,78,0,"2411318"
200336,1,1,"2015-09-24 07:41:56",34,25,87,0,"2412505"
200337,1,1,"2015-09-24 07:42:45",42,29,79,0,"2412884"
200338,1,1,"2015-09-24 07:43:34",40,24,78,0,"2413498"
200339,1,0,"2015-09-24 07:43:45",47,26,57,0,"2413796"
200340,1,1,"2015-09-24 07:45:40",45,29,86,0,"2415285"
200341,1,1,"2015-09-24 07:45:56",41,28,104,0,"2415536"
200342,1,1,"2015-09-24 07:46:10",38,30,74,0,"2415782"
200343,1,0,"2015-09-24 07:49:35",45,35,85,0,"2417679"
200344,1,1,"2015-09-24 07:50:11",48,28,95,0,"2418404"
200345,1,0,"2015-09-24 07:50:39",39,20,75,0,"2418890"
200346,1,1,"2015-09-24 07:51:01",33,23,98,0,"2419007"
200347,1,0,"2015-09-24 07:51:18",40,46,122,0,"2419051"
200348,1,0,"2015-09-24 07:51:20",37,25,59,0,"2419069"
200349,1,1,"2015-09-24 07:52:00",43,38,121,0,"2419948"
200350,1,1,"2015-09-24 07:52:02",39,26,74,0,"2419966"
200351,1,1,"2015-09-24 07:52:23",39,27,87,0,"2420294"
200352,1,0,"2015-09-24 07:52:53",46,28,61,0,"2420746"
200353,1,1,"2015-09-24 07:54:08",45,30,84,0,"2421341"
200354,1,1,"2015-09-24 07:54:14",46,34,82,0,"2421448"
200355,1,1,"2015-09-24 07:54:16",48,29,82,0,"2421486"
200356,1,1,"2015-09-24 07:54:17",42,30,79,0,"2421491"
200357,1,0,"2015-09-24 07:55:01",40,27,116,0,"2422103"
200358,1,0,"2015-09-24 07:55:35",33,25,118,0,"2422283"
