DB_ID,PLACE_ID,DIRECTION,EVENT_TIME,WIDTH,HEIGHT,PROJECTION_DISTANCE,SPEED,FILE_NAME
796494,1,0,"2016-07-13 00:00:54",71,19,100,0,"2786091"
796495,1,0,"2016-07-13 00:05:59",49,24,96,0,"2787741"
796496,1,0,"2016-07-13 00:10:30",52,13,102,0,"2789475"
796497,1,1,"2016-07-13 00:11:21",60,29,184,0,"2789743"
796498,1,1,"2016-07-13 00:16:31",29,29,184,0,"2791045"
796499,1,0,"2016-07-13 00:17:21",56,25,73,0,"2791140"
796500,1,0,"2016-07-13 00:19:58",62,25,96,0,"2791766"
796501,1,1,"2016-07-13 00:23:42",63,29,186,0,"2792838"
796502,1,0,"2016-07-13 00:29:09",58,21,94,0,"2794261"
796503,1,1,"2016-07-13 00:31:53",58,28,184,0,"2794768"
796504,1,0,"2016-07-13 00:34:45",49,22,94,0,"2795369"
796505,1,0,"2016-07-13 00:34:50",54,14,107,0,"2795401"
796506,1,0,"2016-07-13 00:47:03",51,22,89,0,"2797989"
796507,1,0,"2016-07-13 00:48:06",41,18,89,0,"2798136"
796508,1,0,"2016-07-13 00:53:45",56,23,92,0,"2799120"
796509,1,1,"2016-07-13 00:58:03",57,29,194,0,"2800109"
796510,1,0,"2016-07-13 01:24:13",67,24,85,0,"2804227"
796511,1,0,"2016-07-13 02:02:21",50,22,94,0,"2808984"
796512,1,1,"2016-07-13 02:19:22",58,25,186,0,"2810876"
796513,1,0,"2016-07-13 02:54:13",44,22,89,0,"2813739"
796514,1,0,"2016-07-13 03:35:57",29,17,97,0,"2816178"
796515,1,0,"2016-07-13 03:46:07",32,20,91,0,"2816600"
796516,1,1,"2016-07-13 04:08:06",54,21,186,0,"2818413"
796517,1,1,"2016-07-13 04:48:54",60,28,197,0,"2821446"
796518,1,1,"2016-07-13 05:00:23",59,26,178,0,"2822771"
796519,1,0,"2016-07-13 05:02:13",57,21,87,0,"2823012"
796520,1,0,"2016-07-13 05:06:52",55,19,78,0,"2823856"
796521,1,0,"2016-07-13 05:08:56",37,20,95,0,"2824259"
796522,1,1,"2016-07-13 05:09:54",61,26,182,0,"2824514"
