DB_ID,PLACE_ID,DIRECTION,EVENT_TIME,WIDTH,HEIGHT,PROJECTION_DISTANCE,SPEED,FILE_NAME
1427458,1,1,"2017-03-24 00:02:40",52,25,109,0,"758802"
1427459,1,0,"2017-03-24 00:02:48",51,16,96,0,"758856"
1427460,1,0,"2017-03-24 00:08:04",44,13,98,0,"760718"
1427461,1,0,"2017-03-24 00:18:45",55,28,109,0,"763804"
1427462,1,0,"2017-03-24 00:19:32",48,24,103,0,"764210"
1427463,1,0,"2017-03-24 00:25:17",47,25,96,0,"765589"
1427464,1,1,"2017-03-24 00:28:52",32,14,101,0,"766366"
1427465,1,0,"2017-03-24 00:29:22",42,26,102,0,"766698"
1427466,1,0,"2017-03-24 00:29:55",38,20,86,0,"766795"
1427467,1,1,"2017-03-24 00:32:47",46,15,106,0,"767494"
1427468,1,0,"2017-03-24 00:39:30",46,11,95,0,"769093"
1427469,1,0,"2017-03-24 00:40:46",48,10,107,0,"769184"
1427470,1,0,"2017-03-24 00:47:46",53,23,84,0,"770533"
1427471,1,0,"2017-03-24 00:49:30",48,25,100,0,"770803"
1427472,1,0,"2017-03-24 00:57:09",53,19,106,0,"772361"
1427473,1,0,"2017-03-24 01:02:16",29,21,97,0,"773073"
1427474,1,1,"2017-03-24 01:03:05",43,24,197,0,"773145"
1427475,1,0,"2017-03-24 01:16:35",52,31,97,0,"775788"
1427476,1,1,"2017-03-24 01:30:53",59,32,179,0,"778381"
1427477,1,0,"2017-03-24 01:32:23",45,22,95,0,"778608"
1427478,1,0,"2017-03-24 01:36:10",53,21,105,0,"779224"
1427479,1,0,"2017-03-24 01:40:51",47,19,84,0,"779995"
1427480,1,1,"2017-03-24 01:53:05",44,19,188,0,"782081"
1427481,1,1,"2017-03-24 01:56:48",46,20,117,0,"782640"
1427482,1,1,"2017-03-24 01:56:49",53,29,88,0,"782643"
1427483,1,1,"2017-03-24 01:56:50",60,28,193,0,"782639"
1427484,1,0,"2017-03-24 02:45:04",46,13,67,0,"788820"
1427485,1,0,"2017-03-24 03:22:28",46,10,105,0,"792105"
1427486,1,0,"2017-03-24 03:44:04",57,23,101,0,"793747"
1427487,1,0,"2017-03-24 04:45:10",32,16,95,0,"798392"
1427488,1,1,"2017-03-24 04:52:31",56,25,192,0,"798953"
1427489,1,0,"2017-03-24 04:54:49",29,19,102,0,"799248"
1427490,1,1,"2017-03-24 04:57:23",38,18,56,0,"799681"
1427491,1,1,"2017-03-24 04:59:47",30,15,51,0,"800033"
1427492,1,1,"2017-03-24 05:02:48",53,25,187,0,"800542"
1427493,1,1,"2017-03-24 05:06:59",49,21,180,0,"801138"
1427494,1,0,"2017-03-24 05:12:43",31,23,94,0,"801823"
1427495,1,1,"2017-03-24 05:13:27",52,27,190,0,"801951"
1427496,1,1,"2017-03-24 05:15:15",52,21,96,0,"802203"
1427497,1,0,"2017-03-24 05:19:17",59,29,115,0,"802774"
1427498,1,1,"2017-03-24 05:26:20",37,19,181,0,"803950"
1427499,1,1,"2017-03-24 05:28:38",46,24,197,0,"804393"
1427500,1,0,"2017-03-24 05:34:49",29,18,103,0,"805591"
1427501,1,1,"2017-03-24 05:38:47",50,26,110,0,"806319"
1427502,1,0,"2017-03-24 05:39:23",47,23,95,0,"806446"
1427503,1,1,"2017-03-24 05:50:20",46,22,116,0,"808976"
1427504,1,1,"2017-03-24 05:51:49",53,25,107,0,"809363"
1427505,1,0,"2017-03-24 05:54:36",35,23,93,0,"810111"
1427506,1,0,"2017-03-24 05:57:27",39,22,113,0,"810775"
1427507,1,1,"2017-03-24 05:59:04",37,7,89,0,"811181"
1427508,1,1,"2017-03-24 06:02:16",46,27,187,0,"812002"
1427509,1,1,"2017-03-24 06:02:56",41,17,95,0,"812108"
1427510,1,1,"2017-03-24 06:04:27",46,19,95,0,"812472"
1427511,1,0,"2017-03-24 06:05:01",49,24,103,0,"812561"
1427512,1,1,"2017-03-24 06:07:39",58,27,203,0,"813096"
1427513,1,0,"2017-03-24 06:14:43",53,33,89,0,"814437"
1427514,1,1,"2017-03-24 06:15:17",49,27,90,0,"814487"
1427515,1,0,"2017-03-24 06:17:17",42,25,95,0,"815035"
1427516,1,1,"2017-03-24 06:17:31",32,24,130,0,"815076"
1427517,1,1,"2017-03-24 06:20:06",31,24,130,0,"815605"
1427518,1,1,"2017-03-24 06:22:10",62,34,100,0,"816105"
1427519,1,0,"2017-03-24 06:22:32",56,32,95,0,"816283"
1427520,1,1,"2017-03-24 06:22:48",52,29,105,0,"816358"
1427521,1,0,"2017-03-24 06:22:58",52,25,108,0,"816390"
1427522,1,0,"2017-03-24 06:23:02",69,36,96,0,"816394"
1427523,1,0,"2017-03-24 06:23:08",52,29,97,0,"816410"
1427524,1,1,"2017-03-24 06:23:28",52,30,102,0,"816434"
1427525,1,0,"2017-03-24 06:23:43",50,26,98,0,"816442"
1427526,1,0,"2017-03-24 06:23:54",45,29,97,0,"816539"
1427527,1,1,"2017-03-24 06:23:55",53,30,60,0,"816571"
1427528,1,1,"2017-03-24 06:24:08",52,29,200,0,"816630"
1427529,1,0,"2017-03-24 06:25:27",52,32,108,0,"816821"
1427530,1,1,"2017-03-24 06:27:32",52,29,180,0,"817296"
1427531,1,0,"2017-03-24 06:27:52",53,37,100,0,"817319"
1427532,1,0,"2017-03-24 06:29:34",50,33,98,0,"817685"
1427533,1,1,"2017-03-24 06:32:20",50,31,92,0,"818223"
1427534,1,1,"2017-03-24 06:33:28",30,29,200,0,"818326"
1427535,1,1,"2017-03-24 06:33:53",50,32,192,0,"818442"
1427536,1,1,"2017-03-24 06:34:38",55,32,198,0,"818742"
1427537,1,1,"2017-03-24 06:35:24",53,29,102,0,"818854"
1427538,1,0,"2017-03-24 06:35:41",65,41,88,0,"819109"
1427539,1,1,"2017-03-24 06:36:12",51,31,110,0,"819251"
1427540,1,0,"2017-03-24 06:36:49",50,31,105,0,"819335"
1427541,1,1,"2017-03-24 06:37:17",54,31,194,0,"819489"
1427542,1,0,"2017-03-24 06:38:23",52,33,87,0,"819771"
1427543,1,1,"2017-03-24 06:38:53",55,35,108,0,"819850"
1427544,1,1,"2017-03-24 06:38:56",50,29,108,0,"819880"
1427545,1,1,"2017-03-24 06:38:58",55,35,192,0,"819894"
1427546,1,0,"2017-03-24 06:39:54",56,35,92,0,"820025"
1427547,1,1,"2017-03-24 06:40:28",52,30,107,0,"820121"
1427548,1,1,"2017-03-24 06:40:39",49,31,187,0,"820289"
1427549,1,0,"2017-03-24 06:43:01",58,31,97,0,"820821"
1427550,1,0,"2017-03-24 06:43:24",58,35,91,0,"820852"
1427551,1,1,"2017-03-24 06:43:52",52,30,125,0,"820957"
1427552,1,1,"2017-03-24 06:43:54",51,32,105,0,"820992"
1427553,1,0,"2017-03-24 06:44:00",53,35,98,0,"821092"
1427554,1,1,"2017-03-24 06:44:03",56,30,115,0,"821129"
1427555,1,1,"2017-03-24 06:44:29",56,32,118,0,"821254"
1427556,1,1,"2017-03-24 06:44:49",49,31,180,0,"821283"
1427557,1,0,"2017-03-24 06:46:22",47,31,101,0,"821698"
1427558,1,1,"2017-03-24 06:47:13",50,29,183,0,"821843"
1427559,1,1,"2017-03-24 06:47:16",52,28,121,0,"821915"
