DB_ID,PLACE_ID,DIRECTION,EVENT_TIME,WIDTH,HEIGHT,PROJECTION_DISTANCE,SPEED,FILE_NAME
1421658,1,1,"2017-03-22 00:00:35",51,22,106,0,"1750074"
1421659,1,0,"2017-03-22 00:01:17",42,21,96,0,"1750392"
1421660,1,0,"2017-03-22 00:01:20",50,16,106,0,"1750404"
1421661,1,0,"2017-03-22 00:02:37",42,25,83,0,"1750756"
1421662,1,0,"2017-03-22 00:07:37",48,24,104,0,"1751934"
1421663,1,1,"2017-03-22 00:15:45",53,26,193,0,"1753391"
1421664,1,0,"2017-03-22 00:21:50",32,20,95,0,"1754876"
1421665,1,1,"2017-03-22 00:27:15",49,26,109,0,"1755918"
1421666,1,0,"2017-03-22 00:33:14",50,12,87,0,"1757201"
1421667,1,0,"2017-03-22 00:35:23",41,21,91,0,"1757602"
1421668,1,0,"2017-03-22 00:35:46",52,22,94,0,"1757643"
1421669,1,0,"2017-03-22 00:35:47",52,20,112,0,"1757646"
1421670,1,1,"2017-03-22 00:39:16",46,24,102,0,"1758208"
1421671,1,1,"2017-03-22 00:39:36",40,22,176,0,"1758243"
1421672,1,0,"2017-03-22 00:54:33",38,16,99,0,"1760433"
1421673,1,1,"2017-03-22 01:17:31",49,17,100,0,"1763735"
1421674,1,0,"2017-03-22 01:34:38",65,35,92,0,"1765616"
1421675,1,1,"2017-03-22 02:02:49",49,19,101,0,"1767864"
1421676,1,0,"2017-03-22 02:19:58",34,21,95,0,"1768974"
1421677,1,1,"2017-03-22 02:27:29",43,29,185,0,"1769458"
1421678,1,0,"2017-03-22 02:37:09",53,20,110,0,"1770007"
1421679,1,0,"2017-03-22 02:54:13",54,24,92,0,"1770735"
1421680,1,0,"2017-03-22 03:45:55",49,18,90,0,"1773013"
1421681,1,0,"2017-03-22 03:45:56",51,24,94,0,"1773015"
1421682,1,1,"2017-03-22 03:50:54",51,20,186,0,"1773232"
1421683,1,1,"2017-03-22 04:34:31",50,21,174,0,"1775057"
1421684,1,0,"2017-03-22 04:38:31",39,22,94,0,"1775299"
1421685,1,1,"2017-03-22 04:50:42",51,26,109,0,"1775985"
1421686,1,1,"2017-03-22 04:57:52",51,24,106,0,"1776495"
1421687,1,1,"2017-03-22 04:57:55",46,24,105,0,"1776499"
1421688,1,1,"2017-03-22 04:59:51",59,28,184,0,"1776587"
1421689,1,0,"2017-03-22 05:07:22",45,14,85,0,"1777347"
1421690,1,0,"2017-03-22 05:08:53",50,24,106,0,"1777605"
1421691,1,1,"2017-03-22 05:20:00",55,21,114,0,"1779059"
1421692,1,0,"2017-03-22 05:36:54",46,25,102,0,"1781689"
1421693,1,1,"2017-03-22 05:39:24",54,24,99,0,"1782109"
1421694,1,0,"2017-03-22 05:47:09",38,23,91,0,"1783782"
1421695,1,1,"2017-03-22 05:54:18",35,18,100,0,"1785187"
1421696,1,0,"2017-03-22 05:54:51",37,20,102,0,"1785286"
1421697,1,1,"2017-03-22 05:55:33",55,24,105,0,"1785544"
1421698,1,1,"2017-03-22 05:56:15",44,16,107,0,"1785621"
1421699,1,1,"2017-03-22 05:58:15",36,13,97,0,"1786127"
1421700,1,0,"2017-03-22 05:59:34",42,21,99,0,"1786470"
1421701,1,1,"2017-03-22 06:03:03",49,19,183,0,"1787143"
1421702,1,0,"2017-03-22 06:03:43",55,26,104,0,"1787217"
1421703,1,1,"2017-03-22 06:05:26",51,29,184,0,"1787726"
1421704,1,1,"2017-03-22 06:06:12",56,31,182,0,"1788071"
1421705,1,1,"2017-03-22 06:06:27",30,20,202,0,"1788100"
1421706,1,0,"2017-03-22 06:08:21",51,26,101,0,"1788579"
1421707,1,1,"2017-03-22 06:10:30",59,33,185,0,"1789024"
1421708,1,0,"2017-03-22 06:11:58",56,25,92,0,"1789235"
1421709,1,0,"2017-03-22 06:12:06",61,30,101,0,"1789252"
1421710,1,1,"2017-03-22 06:12:48",31,22,116,0,"1789531"
1421711,1,1,"2017-03-22 06:14:00",62,34,185,0,"1789848"
1421712,1,1,"2017-03-22 06:15:38",50,27,107,0,"1790230"
1421713,1,1,"2017-03-22 06:16:34",49,27,100,0,"1790355"
1421714,1,0,"2017-03-22 06:17:23",53,27,102,0,"1790477"
1421715,1,0,"2017-03-22 06:17:24",56,29,103,0,"1790481"
1421716,1,1,"2017-03-22 06:17:50",49,29,100,0,"1790550"
1421717,1,1,"2017-03-22 06:17:53",53,28,187,0,"1790555"
1421718,1,0,"2017-03-22 06:18:43",56,34,95,0,"1790596"
1421719,1,1,"2017-03-22 06:19:16",64,30,196,0,"1790862"
1421720,1,0,"2017-03-22 06:20:42",59,34,94,0,"1791192"
1421721,1,0,"2017-03-22 06:20:49",53,32,102,0,"1791216"
1421722,1,1,"2017-03-22 06:22:15",49,27,189,0,"1791390"
