DB_ID,PLACE_ID,DIRECTION,EVENT_TIME,WIDTH,HEIGHT,PROJECTION_DISTANCE,SPEED,FILE_NAME
1493393,1,1,"2017-04-19 00:03:07",69,4,49,0,"1344323"
1493394,1,1,"2017-04-19 00:06:42",47,21,101,0,"1345190"
1493395,1,1,"2017-04-19 00:17:34",51,25,105,0,"1347113"
1493396,1,0,"2017-04-19 00:29:34",49,19,107,0,"1349209"
1493397,1,1,"2017-04-19 00:31:04",46,24,106,0,"1349503"
1493398,1,1,"2017-04-19 00:31:06",47,22,191,0,"1349508"
1493399,1,0,"2017-04-19 00:38:11",44,23,94,0,"1350791"
1493400,1,0,"2017-04-19 00:44:31",35,12,81,0,"1351802"
1493401,1,0,"2017-04-19 00:50:59",46,19,102,0,"1352787"
1493402,1,0,"2017-04-19 00:56:02",50,26,109,0,"1353438"
1493403,1,0,"2017-04-19 01:50:09",45,20,91,0,"1358752"
1493404,1,0,"2017-04-19 02:01:42",62,37,101,0,"1359393"
1493405,1,0,"2017-04-19 02:11:18",39,23,92,0,"1359947"
1493406,1,1,"2017-04-19 02:13:18",65,26,188,0,"1360048"
1493407,1,1,"2017-04-19 03:41:17",39,15,111,0,"1364745"
1493408,1,0,"2017-04-19 03:53:57",43,27,107,0,"1365195"
1493409,1,1,"2017-04-19 04:55:34",54,25,90,0,"1368229"
1493410,1,0,"2017-04-19 05:08:14",47,24,100,0,"1369425"
1493411,1,1,"2017-04-19 05:21:58",50,26,113,0,"1371064"
1493412,1,1,"2017-04-19 05:22:18",50,22,103,0,"1371154"
1493413,1,0,"2017-04-19 05:22:32",46,14,77,0,"1371160"
1493414,1,0,"2017-04-19 05:23:48",36,20,93,0,"1371265"
1493415,1,0,"2017-04-19 05:23:49",41,21,87,0,"1371267"
1493416,1,0,"2017-04-19 05:26:07",37,7,86,0,"1371576"
1493417,1,1,"2017-04-19 05:29:31",44,22,200,0,"1372177"
1493418,1,1,"2017-04-19 05:29:39",46,24,99,0,"1372182"
1493419,1,1,"2017-04-19 05:33:01",50,25,106,0,"1372718"
1493420,1,1,"2017-04-19 05:34:55",48,26,112,0,"1373031"
1493421,1,0,"2017-04-19 05:42:55",47,24,111,0,"1374368"
1493422,1,0,"2017-04-19 05:43:08",52,22,102,0,"1374384"
1493423,1,0,"2017-04-19 05:47:25",59,26,97,0,"1375248"
1493424,1,1,"2017-04-19 05:49:08",45,20,103,0,"1375620"
1493425,1,0,"2017-04-19 05:49:48",39,22,90,0,"1375716"
1493426,1,0,"2017-04-19 05:50:11",29,25,118,0,"1375793"
1493427,1,1,"2017-04-19 05:50:23",52,24,92,0,"1375948"
1493428,1,1,"2017-04-19 05:54:54",61,24,117,0,"1377079"
1493429,1,0,"2017-04-19 05:55:07",45,23,103,0,"1377095"
1493430,1,1,"2017-04-19 05:55:48",42,18,200,0,"1377325"
1493431,1,1,"2017-04-19 05:58:22",50,22,109,0,"1377907"
1493432,1,0,"2017-04-19 06:06:16",33,18,102,0,"1379929"
1493433,1,1,"2017-04-19 06:10:33",50,22,103,0,"1381062"
1493434,1,1,"2017-04-19 06:12:39",52,26,98,0,"1381514"
1493435,1,0,"2017-04-19 06:15:17",56,32,96,0,"1382077"
1493436,1,0,"2017-04-19 06:16:23",54,15,108,0,"1382333"
1493437,1,1,"2017-04-19 06:17:26",55,30,118,0,"1382458"
1493438,1,1,"2017-04-19 06:19:13",56,31,113,0,"1382974"
1493439,1,0,"2017-04-19 06:20:21",50,33,110,0,"1383151"
1493440,1,0,"2017-04-19 06:20:21",52,27,105,0,"1383152"
1493441,1,1,"2017-04-19 06:20:40",55,30,93,0,"1383193"
1493442,1,1,"2017-04-19 06:20:41",59,31,106,0,"1383202"
1493443,1,1,"2017-04-19 06:20:43",55,32,109,0,"1383230"
1493444,1,1,"2017-04-19 06:21:14",55,26,186,0,"1383477"
1493445,1,0,"2017-04-19 06:21:38",54,37,100,0,"1383534"
1493446,1,1,"2017-04-19 06:21:51",31,20,131,0,"1383604"
1493447,1,1,"2017-04-19 06:22:30",54,32,200,0,"1383730"
1493448,1,1,"2017-04-19 06:23:07",57,43,117,0,"1384007"
1493449,1,0,"2017-04-19 06:23:58",34,21,131,0,"1384132"
1493450,1,1,"2017-04-19 06:24:02",55,30,77,0,"1384173"
1493451,1,0,"2017-04-19 06:24:54",55,31,87,0,"1384434"
1493452,1,1,"2017-04-19 06:25:50",54,31,181,0,"1384640"
1493453,1,1,"2017-04-19 06:25:52",55,29,192,0,"1384677"
1493454,1,0,"2017-04-19 06:26:53",51,32,99,0,"1384880"
1493455,1,0,"2017-04-19 06:27:36",49,27,93,0,"1385146"
1493456,1,1,"2017-04-19 06:28:02",52,28,194,0,"1385305"
1493457,1,0,"2017-04-19 06:28:51",52,30,108,0,"1385344"
1493458,1,0,"2017-04-19 06:29:01",56,35,98,0,"1385432"
1493459,1,0,"2017-04-19 06:30:52",49,34,110,0,"1385918"
1493460,1,1,"2017-04-19 06:31:17",59,40,104,0,"1386093"
1493461,1,0,"2017-04-19 06:31:59",56,35,99,0,"1386193"
1493462,1,0,"2017-04-19 06:32:37",44,29,102,0,"1386314"
1493463,1,1,"2017-04-19 06:34:58",43,19,102,0,"1386993"
1493464,1,0,"2017-04-19 06:35:02",46,24,100,0,"1387008"
1493465,1,0,"2017-04-19 06:35:13",45,30,60,0,"1387024"
1493466,1,0,"2017-04-19 06:35:51",47,21,93,0,"1387279"
1493467,1,0,"2017-04-19 06:36:31",48,24,97,0,"1387493"
1493468,1,1,"2017-04-19 06:36:38",41,25,195,0,"1387517"
1493469,1,1,"2017-04-19 06:39:09",46,29,96,0,"1388048"
1493470,1,0,"2017-04-19 06:40:26",54,34,109,0,"1388401"
1493471,1,1,"2017-04-19 06:40:44",53,32,115,0,"1388513"
1493472,1,1,"2017-04-19 06:40:53",52,27,182,0,"1388584"
1493473,1,1,"2017-04-19 06:40:54",59,35,109,0,"1388587"
1493474,1,0,"2017-04-19 06:42:35",44,25,92,0,"1389014"
1493475,1,1,"2017-04-19 06:43:57",29,21,115,0,"1389240"
1493476,1,1,"2017-04-19 06:44:31",53,32,102,0,"1389642"
1493477,1,1,"2017-04-19 06:44:40",47,31,109,0,"1389708"
1493478,1,0,"2017-04-19 06:45:42",53,32,100,0,"1389870"
1493479,1,1,"2017-04-19 06:45:51",48,34,95,0,"1390025"
1493480,1,0,"2017-04-19 06:46:05",42,28,96,0,"1390137"
1493481,1,1,"2017-04-19 06:46:33",49,31,59,0,"1390381"
1493482,1,1,"2017-04-19 06:46:34",44,28,186,0,"1390380"
1493483,1,1,"2017-04-19 06:47:23",48,23,116,0,"1390443"
1493484,1,1,"2017-04-19 06:47:30",48,20,114,0,"1390580"
1493485,1,1,"2017-04-19 06:49:07",50,29,193,0,"1391030"
1493486,1,1,"2017-04-19 06:49:56",56,32,203,0,"1391355"
1493487,1,0,"2017-04-19 06:50:39",34,23,95,0,"1391413"
1493488,1,1,"2017-04-19 06:52:39",44,32,98,0,"1392118"
1493489,1,1,"2017-04-19 06:53:05",56,38,183,0,"1392247"
1493490,1,1,"2017-04-19 06:53:32",32,24,110,0,"1392324"
1493491,1,0,"2017-04-19 06:53:52",52,34,107,0,"1392374"
1493492,1,1,"2017-04-19 06:54:05",53,33,194,0,"1392430"
1493493,1,1,"2017-04-19 06:54:46",50,33,112,0,"1392848"
1493494,1,1,"2017-04-19 06:54:59",54,35,190,0,"1392885"
1493495,1,1,"2017-04-19 06:55:54",50,30,91,0,"1393106"
1493496,1,1,"2017-04-19 06:56:31",55,34,198,0,"1393272"
1493497,1,0,"2017-04-19 06:57:13",55,32,94,0,"1393343"
1493498,1,1,"2017-04-19 06:57:26",53,39,90,0,"1393436"
1493499,1,1,"2017-04-19 06:58:17",60,37,181,0,"1393723"
1493500,1,0,"2017-04-19 06:58:55",52,36,96,0,"1393745"
1493501,1,1,"2017-04-19 06:59:17",56,35,196,0,"1393935"
1493502,1,1,"2017-04-19 06:59:51",53,35,189,0,"1394146"
1493503,1,1,"2017-04-19 06:59:57",54,30,187,0,"1394156"
1493504,1,1,"2017-04-19 07:00:55",47,28,100,0,"1394536"
1493505,1,1,"2017-04-19 07:01:35",53,37,100,0,"1394853"
1493506,1,1,"2017-04-19 07:02:25",53,33,194,0,"1394960"
1493507,1,1,"2017-04-19 07:03:10",54,32,103,0,"1395336"
1493508,1,1,"2017-04-19 07:04:10",46,27,183,0,"1395575"
1493509,1,1,"2017-04-19 07:04:24",48,29,191,0,"1395759"
1493510,1,1,"2017-04-19 07:04:33",49,30,181,0,"1395817"
1493511,1,1,"2017-04-19 07:04:38",47,25,60,0,"1395852"
1493512,1,1,"2017-04-19 07:04:49",46,29,96,0,"1395901"
1493513,1,0,"2017-04-19 07:06:02",46,28,93,0,"1396409"
1493514,1,1,"2017-04-19 07:06:21",48,31,195,0,"1396518"
1493515,1,1,"2017-04-19 07:06:24",50,30,182,0,"1396528"
1493516,1,0,"2017-04-19 07:06:47",29,17,102,0,"1396574"
1493517,1,1,"2017-04-19 07:07:30",53,38,194,0,"1396697"
1493518,1,0,"2017-04-19 07:08:47",53,38,88,0,"1397025"
1493519,1,1,"2017-04-19 07:09:11",54,34,102,0,"1397280"
1493520,1,1,"2017-04-19 07:10:53",53,30,116,0,"1397864"
1493521,1,1,"2017-04-19 07:10:53",54,37,124,0,"1397878"
1493522,1,1,"2017-04-19 07:10:54",48,29,193,0,"1397887"
1493523,1,0,"2017-04-19 07:11:08",49,33,92,0,"1397989"
1493524,1,0,"2017-04-19 07:11:45",53,32,110,0,"1398201"
1493525,1,0,"2017-04-19 07:12:05",52,37,99,0,"1398232"
1493526,1,0,"2017-04-19 07:12:13",53,36,100,0,"1398240"
1493527,1,1,"2017-04-19 07:12:25",54,32,103,0,"1398352"
1493528,1,0,"2017-04-19 07:13:24",46,29,92,0,"1398860"
1493529,1,0,"2017-04-19 07:13:29",44,28,97,0,"1398866"
1493530,1,0,"2017-04-19 07:13:47",46,29,91,0,"1398892"
1493531,1,1,"2017-04-19 07:14:00",46,31,117,0,"1398989"
1493532,1,0,"2017-04-19 07:14:13",50,34,105,0,"1399124"
1493533,1,1,"2017-04-19 07:14:51",50,36,196,0,"1399503"
1493534,1,0,"2017-04-19 07:15:20",53,36,110,0,"1399546"
1493535,1,0,"2017-04-19 07:15:22",49,35,106,0,"1399550"
1493536,1,0,"2017-04-19 07:15:28",51,44,95,0,"1399566"
1493537,1,0,"2017-04-19 07:15:53",67,52,97,0,"1399754"
1493538,1,1,"2017-04-19 07:16:28",49,32,94,0,"1399958"
1493539,1,1,"2017-04-19 07:17:31",56,31,198,0,"1400289"
1493540,1,1,"2017-04-19 07:17:33",32,25,191,0,"1400308"
1493541,1,0,"2017-04-19 07:18:19",38,22,103,0,"1400735"
1493542,1,0,"2017-04-19 07:18:49",31,31,104,0,"1400770"
1493543,1,1,"2017-04-19 07:19:04",30,23,120,0,"1400910"
1493544,1,1,"2017-04-19 07:19:05",50,29,119,0,"1400924"
1493545,1,1,"2017-04-19 07:19:08",45,32,111,0,"1400968"
1493546,1,1,"2017-04-19 07:19:20",55,37,103,0,"1401199"
1493547,1,1,"2017-04-19 07:19:24",53,38,189,0,"1401233"
1493548,1,1,"2017-04-19 07:19:58",29,23,106,0,"1401424"
1493549,1,0,"2017-04-19 07:20:37",37,29,95,0,"1401488"
1493550,1,0,"2017-04-19 07:20:39",30,27,92,0,"1401521"
1493551,1,1,"2017-04-19 07:20:44",44,31,194,0,"1401586"
1493552,1,0,"2017-04-19 07:21:14",43,26,120,0,"1401969"
1493553,1,0,"2017-04-19 07:22:02",45,30,98,0,"1402078"
1493554,1,1,"2017-04-19 07:22:26",50,31,105,0,"1402231"
1493555,1,1,"2017-04-19 07:22:31",47,31,181,0,"1402285"
1493556,1,1,"2017-04-19 07:22:33",46,33,107,0,"1402326"
1493557,1,1,"2017-04-19 07:23:13",52,33,186,0,"1402626"
1493558,1,0,"2017-04-19 07:23:51",51,40,104,0,"1402681"
1493559,1,1,"2017-04-19 07:24:00",48,36,108,0,"1402709"
1493560,1,1,"2017-04-19 07:24:01",52,32,115,0,"1402714"
1493561,1,1,"2017-04-19 07:24:02",52,35,124,0,"1402720"
1493562,1,1,"2017-04-19 07:24:05",49,33,112,0,"1402766"
1493563,1,0,"2017-04-19 07:24:28",46,34,96,0,"1403031"
1493564,1,1,"2017-04-19 07:24:36",52,31,107,0,"1403075"
1493565,1,0,"2017-04-19 07:25:38",52,36,104,0,"1403223"
1493566,1,0,"2017-04-19 07:25:58",49,41,104,0,"1403512"
1493567,1,1,"2017-04-19 07:26:16",46,38,95,0,"1403751"
1493568,1,1,"2017-04-19 07:26:42",51,34,185,0,"1403820"
1493569,1,1,"2017-04-19 07:27:25",66,39,187,0,"1403965"
1493570,1,1,"2017-04-19 07:27:28",52,33,191,0,"1404052"
1493571,1,0,"2017-04-19 07:27:34",53,40,114,0,"1404153"
1493572,1,0,"2017-04-19 07:28:04",53,40,105,0,"1404416"
1493573,1,1,"2017-04-19 07:28:17",30,31,211,0,"1404455"
1493574,1,0,"2017-04-19 07:28:56",53,39,92,0,"1404557"
