DB_ID,PLACE_ID,DIRECTION,EVENT_TIME,WIDTH,HEIGHT,PROJECTION_DISTANCE,SPEED,FILE_NAME
860682,1,0,"2016-08-08 00:04:54",35,11,77,0,"2717844"
860683,1,0,"2016-08-08 00:25:06",45,28,104,0,"2721958"
860684,1,0,"2016-08-08 00:32:09",64,24,99,0,"2723037"
860685,1,0,"2016-08-08 01:14:15",55,16,55,0,"2727967"
860686,1,0,"2016-08-08 01:28:33",55,26,97,0,"2728964"
860687,1,0,"2016-08-08 03:12:30",37,24,96,0,"2734457"
860688,1,0,"2016-08-08 04:43:10",57,28,98,0,"2738314"
860689,1,1,"2016-08-08 04:44:58",59,28,181,0,"2738432"
860690,1,1,"2016-08-08 04:48:58",55,30,175,0,"2738856"
860691,1,1,"2016-08-08 04:50:50",54,21,180,0,"2738986"
860692,1,1,"2016-08-08 04:52:16",63,26,201,0,"2739169"
860693,1,1,"2016-08-08 04:52:23",63,28,181,0,"2739171"
860694,1,1,"2016-08-08 05:03:57",59,27,193,0,"2740519"
860695,1,1,"2016-08-08 05:05:02",39,26,188,0,"2740651"
860696,1,1,"2016-08-08 05:10:21",57,24,178,0,"2741268"
860697,1,0,"2016-08-08 05:16:34",33,21,97,0,"2742227"
860698,1,1,"2016-08-08 05:24:04",34,27,183,0,"2743299"
860699,1,1,"2016-08-08 05:25:17",60,25,193,0,"2743564"
860700,1,1,"2016-08-08 05:27:01",67,31,201,0,"2744071"
860701,1,1,"2016-08-08 05:31:30",50,25,183,0,"2745209"
860702,1,1,"2016-08-08 05:33:34",60,27,183,0,"2745574"
860703,1,0,"2016-08-08 05:43:42",47,23,84,0,"2748077"
860704,1,0,"2016-08-08 05:43:50",30,18,89,0,"2748115"
860705,1,0,"2016-08-08 05:44:24",37,24,105,0,"2748161"
860706,1,0,"2016-08-08 05:47:23",49,27,87,0,"2749025"
860707,1,1,"2016-08-08 05:48:08",61,25,200,0,"2749273"
860708,1,0,"2016-08-08 05:48:47",54,22,98,0,"2749440"
860709,1,1,"2016-08-08 05:52:49",59,27,181,0,"2750337"
860710,1,1,"2016-08-08 05:53:24",41,25,182,0,"2750496"
860711,1,1,"2016-08-08 05:55:11",30,23,202,0,"2750992"
860712,1,0,"2016-08-08 05:57:03",53,26,108,0,"2751717"
860713,1,0,"2016-08-08 05:59:23",56,25,94,0,"2752420"
860714,1,1,"2016-08-08 06:00:10",35,27,183,0,"2752741"
860715,1,1,"2016-08-08 06:06:00",63,29,180,0,"2754709"
860716,1,1,"2016-08-08 06:06:28",40,19,188,0,"287"
860717,1,1,"2016-08-08 06:07:53",59,25,199,0,"882"
860718,1,0,"2016-08-08 06:10:07",48,22,96,0,"1779"
860719,1,1,"2016-08-08 06:12:56",56,22,180,0,"2753"
860720,1,1,"2016-08-08 06:14:44",56,26,180,0,"3579"
860721,1,1,"2016-08-08 06:16:01",54,26,190,0,"3772"
860722,1,1,"2016-08-08 06:17:08",45,26,181,0,"4351"
860723,1,0,"2016-08-08 06:18:18",39,20,107,0,"4993"
860724,1,1,"2016-08-08 06:18:28",51,21,193,0,"5030"
860725,1,0,"2016-08-08 06:20:04",48,22,91,0,"5560"
860726,1,0,"2016-08-08 06:21:12",49,16,101,0,"6055"
860727,1,1,"2016-08-08 06:23:17",44,20,185,0,"6906"
860728,1,0,"2016-08-08 06:26:34",33,17,93,0,"8633"
860729,1,1,"2016-08-08 06:30:30",37,25,182,0,"10088"
860730,1,1,"2016-08-08 06:31:11",65,31,122,0,"10323"
860731,1,0,"2016-08-08 06:31:13",63,26,100,0,"10353"
860732,1,1,"2016-08-08 06:31:15",65,28,73,0,"10378"
860733,1,0,"2016-08-08 06:33:04",62,28,103,0,"11112"
860734,1,1,"2016-08-08 06:35:10",58,25,183,0,"11959"
860735,1,1,"2016-08-08 06:36:53",55,28,56,0,"12552"
860736,1,0,"2016-08-08 06:39:31",38,30,89,0,"13528"
860737,1,1,"2016-08-08 06:39:56",60,30,191,0,"13817"
860738,1,1,"2016-08-08 06:40:09",57,31,171,0,"13843"
860739,1,1,"2016-08-08 06:41:21",52,25,185,0,"14396"
860740,1,1,"2016-08-08 06:41:22",58,25,49,0,"14425"
860741,1,0,"2016-08-08 06:41:25",55,28,103,0,"14465"
860742,1,0,"2016-08-08 06:41:46",59,29,101,0,"14582"
860743,1,1,"2016-08-08 06:42:49",58,29,201,0,"14881"
860744,1,0,"2016-08-08 06:44:52",53,30,49,0,"15869"
860745,1,0,"2016-08-08 06:44:52",54,29,92,0,"15860"
860746,1,0,"2016-08-08 06:45:13",55,28,107,0,"15944"
860747,1,1,"2016-08-08 06:46:04",61,34,178,0,"16165"
860748,1,1,"2016-08-08 06:46:11",61,29,197,0,"16309"
860749,1,0,"2016-08-08 06:46:17",60,33,106,0,"16454"
860750,1,1,"2016-08-08 06:46:24",54,27,179,0,"16538"
860751,1,1,"2016-08-08 06:47:55",53,26,179,0,"16975"
860752,1,1,"2016-08-08 06:48:39",29,25,194,0,"17348"
860753,1,1,"2016-08-08 06:49:25",52,27,190,0,"17508"
860754,1,1,"2016-08-08 06:49:35",53,28,184,0,"17699"
860755,1,1,"2016-08-08 06:49:52",57,35,191,0,"17878"
860756,1,0,"2016-08-08 06:50:05",29,25,92,0,"17963"
860757,1,1,"2016-08-08 06:51:27",54,29,181,0,"18551"
860758,1,1,"2016-08-08 06:52:44",50,28,71,0,"18832"
860759,1,1,"2016-08-08 06:53:18",56,27,186,0,"19193"
860760,1,1,"2016-08-08 06:54:36",55,30,185,0,"19583"
860761,1,0,"2016-08-08 06:55:57",56,28,92,0,"19973"
860762,1,1,"2016-08-08 06:56:09",53,25,187,0,"20055"
860763,1,0,"2016-08-08 06:57:31",53,29,91,0,"20514"
860764,1,0,"2016-08-08 06:57:40",54,30,96,0,"20591"
860765,1,1,"2016-08-08 06:57:44",55,30,189,0,"20628"
860766,1,1,"2016-08-08 06:57:47",54,30,185,0,"20688"
860767,1,1,"2016-08-08 06:59:27",68,36,187,0,"21171"
860768,1,1,"2016-08-08 06:59:38",61,31,189,0,"21371"
860769,1,0,"2016-08-08 07:00:27",59,30,90,0,"21619"
860770,1,0,"2016-08-08 07:00:45",58,36,102,0,"21635"
860771,1,1,"2016-08-08 07:01:07",69,34,194,0,"21765"
860772,1,1,"2016-08-08 07:01:14",65,33,209,0,"21876"
860773,1,1,"2016-08-08 07:02:32",30,22,209,0,"22218"
860774,1,1,"2016-08-08 07:03:14",56,28,192,0,"22683"
860775,1,1,"2016-08-08 07:03:34",62,33,125,0,"22775"
860776,1,1,"2016-08-08 07:03:41",57,30,193,0,"22807"
860777,1,1,"2016-08-08 07:03:47",55,30,184,0,"22827"
860778,1,1,"2016-08-08 07:03:51",54,30,181,0,"22853"
860779,1,1,"2016-08-08 07:04:45",56,31,195,0,"23242"
860780,1,1,"2016-08-08 07:07:49",55,26,192,0,"24180"
860781,1,1,"2016-08-08 07:07:51",56,25,185,0,"24219"
860782,1,0,"2016-08-08 07:08:38",55,29,103,0,"24563"
860783,1,0,"2016-08-08 07:09:11",54,31,99,0,"24672"
860784,1,1,"2016-08-08 07:09:30",58,30,187,0,"24877"
860785,1,1,"2016-08-08 07:09:47",53,30,182,0,"25130"
860786,1,0,"2016-08-08 07:10:04",51,26,101,0,"25273"
860787,1,1,"2016-08-08 07:11:10",54,31,197,0,"25767"
860788,1,1,"2016-08-08 07:11:27",56,29,210,0,"26058"
860789,1,1,"2016-08-08 07:12:07",52,29,193,0,"26225"
860790,1,1,"2016-08-08 07:12:48",57,29,197,0,"26516"
860791,1,1,"2016-08-08 07:12:59",55,29,188,0,"26683"
860792,1,0,"2016-08-08 07:15:47",55,32,98,0,"27539"
860793,1,1,"2016-08-08 07:17:56",59,31,185,0,"28489"
860794,1,1,"2016-08-08 07:17:58",62,31,186,0,"28528"
860795,1,1,"2016-08-08 07:17:59",47,27,203,0,"28547"
860796,1,1,"2016-08-08 07:18:27",54,28,196,0,"28842"
860797,1,0,"2016-08-08 07:19:08",52,29,102,0,"28955"
860798,1,1,"2016-08-08 07:20:00",48,27,184,0,"29539"
860799,1,1,"2016-08-08 07:20:09",54,28,188,0,"29571"
860800,1,0,"2016-08-08 07:20:24",52,30,101,0,"29677"
860801,1,1,"2016-08-08 07:21:09",54,26,193,0,"29939"
860802,1,0,"2016-08-08 07:21:19",53,30,100,0,"30046"
860803,1,0,"2016-08-08 07:22:27",48,25,105,0,"30470"
860804,1,0,"2016-08-08 07:22:27",54,26,116,0,"30471"
860805,1,1,"2016-08-08 07:22:49",55,28,188,0,"30680"
860806,1,0,"2016-08-08 07:22:58",58,34,95,0,"30883"
860807,1,1,"2016-08-08 07:23:15",54,27,191,0,"31056"
860808,1,1,"2016-08-08 07:23:16",54,29,187,0,"31063"
860809,1,1,"2016-08-08 07:24:27",57,32,187,0,"31389"
860810,1,1,"2016-08-08 07:24:29",56,28,192,0,"31415"
860811,1,0,"2016-08-08 07:24:52",55,30,93,0,"31779"
860812,1,1,"2016-08-08 07:24:53",54,29,65,0,"31803"
860813,1,1,"2016-08-08 07:24:56",51,29,192,0,"31814"
860814,1,0,"2016-08-08 07:25:20",56,32,112,0,"31938"
860815,1,1,"2016-08-08 07:25:22",30,25,49,0,"31943"
860816,1,1,"2016-08-08 07:26:03",55,33,182,0,"32089"
860817,1,1,"2016-08-08 07:26:08",66,34,197,0,"32145"
860818,1,0,"2016-08-08 07:27:00",53,33,101,0,"32628"
860819,1,1,"2016-08-08 07:27:13",55,26,183,0,"32656"
